Open,Close,High,Low,Volume,Date
0,2395.85,2410.12,2386.35,1534.00,04/27/21
0,2403.5,2403.5,2393.35,685.00,04/26/21
0,2382.34,2385.25,2364.3,1269.00,04/23/21
0,2363,2373.32,2355.25,845.00,04/22/21
0,2364.5,2364.5,2315.75,888.00,04/21/21
0,2326.4,2330.15,2308.5,998.00,04/20/21
0,2341.32,2343,2311.85,805.00,04/19/21
0,2318.25,2330.13,2314.85,638.00,04/16/21
0,2340.03,2356.85,2333.33,732.00,04/15/21
0,2323.7,2323.7,2300,699.00,04/14/21
0,2293,2293.15,2273.88,786.00,04/13/21
0,2251.68,2270.25,2244.75,1128.00,04/12/21
0,2263.8,2278.25,2263.8,766.00,04/09/21
0,2279.13,2284,2258.75,726.00,04/08/21
0,2267.85,2270,2258.98,546.00,04/06/21
0,2225.65,2236.35,2220.95,512.00,04/01/21
